"Clock of Omens","Clock of Omens"
"Composite Golem","Composite Golem"
"Conjurer's Bauble","Conjurer's Bauble"
"Cranial Plating","Cranial Plating"
"Door to Nothingness","Door to Nothingness"
"Doubling Cube","Doubling Cube"
"Energy Chamber","Energy Chamber"
"Engineered Explosives","Engineered Explosives"
"Ensouled Scimitar","Ensouled Scimitar"
"Eon Hub","Eon Hub"
"Etched Oracle","Etched Oracle"
"Ferropede","Ferropede"
"Fist of Suns","Fist of Suns"
"Gemstone Array","Gemstone Array"
"Goblin Cannon","Goblin Cannon"
"Grafted Wargear","Grafted Wargear"
"Grinding Station","Grinding Station"
"Guardian Idol","Guardian Idol"
"Healer's Headdress","Healer's Headdress"
"Heliophial","Heliophial"
"Horned Helm","Horned Helm"
"Infused Arrows","Infused Arrows"
"Krark-Clan Ironworks","Krark-Clan Ironworks"
"Lantern of Insight","Lantern of Insight"
"Lunar Avenger","Lunar Avenger"
"Mycosynth Golem","Mycosynth Golem"
"Myr Quadropod","Myr Quadropod"
"Myr Servitor","Myr Servitor"
"Neurok Stealthsuit","Neurok Stealthsuit"
"Opaline Bracers","Opaline Bracers"
"Paradise Mantle","Paradise Mantle"
"Pentad Prism","Pentad Prism"
"Possessed Portal","Possessed Portal"
"Razorgrass Screen","Razorgrass Screen"
"Razormane Masticore","Razormane Masticore"
"Salvaging Station","Salvaging Station"
"Sawtooth Thresher","Sawtooth Thresher"
"Silent Arbiter","Silent Arbiter"
"Skullcage","Skullcage"
"Skyreach Manta","Skyreach Manta"
"Solarion","Solarion"
"Sparring Collar","Sparring Collar"
"Spinal Parasite","Spinal Parasite"
"Staff of Domination","Staff of Domination"
"Summoner's Egg","Summoner's Egg"
"Summoning Station","Summoning Station"
"Suncrusher","Suncrusher"
"Suntouched Myr","Suntouched Myr"
"Synod Centurion","Synod Centurion"
"Thermal Navigator","Thermal Navigator"
"Vedalken Orrery","Vedalken Orrery"
"Vedalken Shackles","Vedalken Shackles"
"Wayfarer's Bauble","Wayfarer's Bauble"
"Blessed Breath","Blessed Breath"
"Bushi Tenderfoot","Bushi Tenderfoot"
"Kenzo the Hardhearted","Kenzo the Hardhearted"
"Cage of Hands","Cage of Hands"
"Call to Glory","Call to Glory"
"Candles' Glow","Candles' Glow"
"Cleanfall","Cleanfall"
"Devoted Retainer","Devoted Retainer"
"Eight-and-a-Half-Tails","Eight-and-a-Half-Tails"
"Ethereal Haze","Ethereal Haze"
"Harsh Deceiver","Harsh Deceiver"
"Hikari, Twilight Guardian","Hikari, Twilight Guardian"
"Hold the Line","Hold the Line"
"Honden of Cleansing Fire","Honden of Cleansing Fire"
"Horizon Seed","Horizon Seed"
"Hundred-Talon Kami","Hundred-Talon Kami"
"Indomitable Will","Indomitable Will"
"Innocence Kami","Innocence Kami"
"Isamaru, Hound of Konda","Isamaru, Hound of Konda"
"Kabuto Moth","Kabuto Moth"
"Kami of Ancient Law","Kami of Ancient Law"
"Kami of Old Stone","Kami of Old Stone"
"Kami of the Painted Road","Kami of the Painted Road"
"Kami of the Palace Fields","Kami of the Palace Fields"
"Kitsune Blademaster","Kitsune Blademaster"
"Kitsune Diviner","Kitsune Diviner"
"Kitsune Healer","Kitsune Healer"
"Kitsune Mystic","Kitsune Mystic"
"Autumn-Tail, Kitsune Sage","Autumn-Tail, Kitsune Sage"
"Kitsune Riftwalker","Kitsune Riftwalker"
"Konda, Lord of Eiganjo","Konda, Lord of Eiganjo"
"Konda's Hatamoto","Konda's Hatamoto"
"Lantern Kami","Lantern Kami"
"Masako the Humorless","Masako the Humorless"
"Mothrider Samurai","Mothrider Samurai"
"Myojin of Cleansing Fire","Myojin of Cleansing Fire"
"Nagao, Bound by Honor","Nagao, Bound by Honor"
"Otherworldly Journey","Otherworldly Journey"
"Pious Kitsune","Pious Kitsune"
"Quiet Purity","Quiet Purity"
"Reverse the Sands","Reverse the Sands"
"Samurai Enforcers","Samurai Enforcers"
"Samurai of the Pale Curtain","Samurai of the Pale Curtain"
"Sensei Golden-Tail","Sensei Golden-Tail"
"Silent-Chant Zubera","Silent-Chant Zubera"
"Takeno, Samurai General","Takeno, Samurai General"
"Terashi's Cry","Terashi's Cry"
"Vassal's Duty","Vassal's Duty"
"Vigilance","Vigilance"
"Yosei, the Morning Star","Yosei, the Morning Star"
"Aura of Dominion","Aura of Dominion"
"Azami, Lady of Scrolls","Azami, Lady of Scrolls"
"Callous Deceiver","Callous Deceiver"
"Consuming Vortex","Consuming Vortex"
"Counsel of the Soratami","Counsel of the Soratami"
"Cut the Tethers","Cut the Tethers"
"Dampen Thought","Dampen Thought"
"Eerie Procession","Eerie Procession"
"Eye of Nowhere","Eye of Nowhere"
"Field of Reality","Field of Reality"
"Floating-Dream Zubera","Floating-Dream Zubera"
"Gifts Ungiven","Gifts Ungiven"
"Graceful Adept","Graceful Adept"
"Guardian of Solitude","Guardian of Solitude"
"Hisoka, Minamo Sensei","Hisoka, Minamo Sensei"
"Hisoka's Defiance","Hisoka's Defiance"
"Hisoka's Guard","Hisoka's Guard"
"Honden of Seeing Winds","Honden of Seeing Winds"
"Jushi Apprentice","Jushi Apprentice"
"Tomoya the Revealer","Tomoya the Revealer"
"Kami of Twisted Reflection","Kami of Twisted Reflection"
"Keiga, the Tide Star","Keiga, the Tide Star"
"Lifted by Clouds","Lifted by Clouds"
"Meloku the Clouded Mirror","Meloku the Clouded Mirror"
"Myojin of Seeing Winds","Myojin of Seeing Winds"
"Mystic Restraints","Mystic Restraints"
"Part the Veil","Part the Veil"
"Peer Through Depths","Peer Through Depths"
"Petals of Insight","Petals of Insight"
"Psychic Puppetry","Psychic Puppetry"
"Reach Through Mists","Reach Through Mists"
"Reweave","Reweave"
"River Kaijin","River Kaijin"
"Sift Through Sands","Sift Through Sands"
"Sire of the Storm","Sire of the Storm"
"Soratami Cloudskater","Soratami Cloudskater"
"Soratami Mirror-Guard","Soratami Mirror-Guard"
"Soratami Mirror-Mage","Soratami Mirror-Mage"
"Soratami Rainshaper","Soratami Rainshaper"
"Soratami Savant","Soratami Savant"
"Soratami Seer","Soratami Seer"
"Squelch","Squelch"
"Student of Elements","Student of Elements"
"Tobita, Master of Winds","Tobita, Master of Winds"
"Swirl the Mists","Swirl the Mists"
"Teller of Tales","Teller of Tales"
"Thoughtbind","Thoughtbind"
"Time Stop","Time Stop"
"The Unspeakable","The Unspeakable"
"Uyo, Silent Prophet","Uyo, Silent Prophet"
"Wandering Ones","Wandering Ones"
"Ashen-Skin Zubera","Ashen-Skin Zubera"
"Blood Speaker","Blood Speaker"
"Bloodthirsty Ogre","Bloodthirsty Ogre"
"Cranial Extraction","Cranial Extraction"
"Cruel Deceiver","Cruel Deceiver"
"Cursed Ronin","Cursed Ronin"
"Dance of Shadows","Dance of Shadows"
"Deathcurse Ogre","Deathcurse Ogre"
"Devouring Greed","Devouring Greed"
"Distress","Distress"
"Gibbering Kami","Gibbering Kami"
"Gutwrencher Oni","Gutwrencher Oni"
"He Who Hungers","He Who Hungers"
"Hideous Laughter","Hideous Laughter"
"Honden of Night's Reach","Honden of Night's Reach"
"Horobi, Death's Wail","Horobi, Death's Wail"
"Iname, Death Aspect","Iname, Death Aspect"
"Kami of Lunacy","Kami of Lunacy"
"Kami of the Waning Moon","Kami of the Waning Moon"
"Kiku, Night's Flower","Kiku, Night's Flower"
"Kokusho, the Evening Star","Kokusho, the Evening Star"
"Kuro, Pitlord","Kuro, Pitlord"
"Marrow-Gnawer","Marrow-Gnawer"
"Midnight Covenant","Midnight Covenant"
"Myojin of Night's Reach","Myojin of Night's Reach"
"Nezumi Bone-Reader","Nezumi Bone-Reader"
"Nezumi Cutthroat","Nezumi Cutthroat"
"Nezumi Graverobber","Nezumi Graverobber"
"Nighteyes the Desecrator","Nighteyes the Desecrator"
"Nezumi Ronin","Nezumi Ronin"
"Nezumi Shortfang","Nezumi Shortfang"
"Stabwhisker the Odious","Stabwhisker the Odious"
"Night Dealings","Night Dealings"
"Night of Souls' Betrayal","Night of Souls' Betrayal"
"Numai Outcast","Numai Outcast"
"Oni Possession","Oni Possession"
"Painwracker Oni","Painwracker Oni"
"Pull Under","Pull Under"
"Rag Dealer","Rag Dealer"
"Ragged Veins","Ragged Veins"
"Rend Flesh","Rend Flesh"
"Rend Spirit","Rend Spirit"
"Scuttling Death","Scuttling Death"
"Seizan, Perverter of Truth","Seizan, Perverter of Truth"
"Soulless Revival","Soulless Revival"
"Struggle for Sanity","Struggle for Sanity"
"Swallowing Plague","Swallowing Plague"
"Thief of Hope","Thief of Hope"
"Villainous Ogre","Villainous Ogre"
"Waking Nightmare","Waking Nightmare"
"Wicked Akuba","Wicked Akuba"
"Akki Avalanchers","Akki Avalanchers"
"Akki Coalflinger","Akki Coalflinger"
"Akki Lavarunner","Akki Lavarunner"
"Tok-Tok, Volcano Born","Tok-Tok, Volcano Born"
"Akki Rockspeaker","Akki Rockspeaker"
"Akki Underminer","Akki Underminer"
"Battle-Mad Ronin","Battle-Mad Ronin"
"Ben-Ben, Akki Hermit","Ben-Ben, Akki Hermit"
"Blind with Anger","Blind with Anger"
"Blood Rites","Blood Rites"
"Brothers Yamazaki","Brothers Yamazaki"
"Brutal Deceiver","Brutal Deceiver"
"Crushing Pain","Crushing Pain"
"Desperate Ritual","Desperate Ritual"
"Devouring Rage","Devouring Rage"
"Earthshaker","Earthshaker"
"Ember-Fist Zubera","Ember-Fist Zubera"
"Frostwielder","Frostwielder"
"Godo, Bandit Warlord","Godo, Bandit Warlord"
"Hanabi Blast","Hanabi Blast"
"Hearth Kami","Hearth Kami"
"Honden of Infinite Rage","Honden of Infinite Rage"
"Initiate of Blood","Initiate of Blood"
"Goka the Unjust","Goka the Unjust"
"Kami of Fire's Roar","Kami of Fire's Roar"
"Kiki-Jiki, Mirror Breaker","Kiki-Jiki, Mirror Breaker"
"Kumano, Master Yamabushi","Kumano, Master Yamabushi"
"Kumano's Pupils","Kumano's Pupils"
"Lava Spike","Lava Spike"
"Mana Seism","Mana Seism"
"Mindblaze","Mindblaze"
"Myojin of Infinite Rage","Myojin of Infinite Rage"
"Ore Gorger","Ore Gorger"
"Pain Kami","Pain Kami"
"Ronin Houndmaster","Ronin Houndmaster"
"Shimatsu the Bloodcloaked","Shimatsu the Bloodcloaked"
"Sideswipe","Sideswipe"
"Sokenzan Bruiser","Sokenzan Bruiser"
"Soul of Magma","Soul of Magma"
"Soulblast","Soulblast"
"Strange Inversion","Strange Inversion"
"Through the Breach","Through the Breach"
"Tide of War","Tide of War"
"Uncontrollable Anger","Uncontrollable Anger"
"Unearthly Blizzard","Unearthly Blizzard"
"Unnatural Speed","Unnatural Speed"
"Yamabushi's Flame","Yamabushi's Flame"
"Yamabushi's Storm","Yamabushi's Storm"
"Zo-Zu the Punisher","Zo-Zu the Punisher"
"Azusa, Lost but Seeking","Azusa, Lost but Seeking"
"Budoka Gardener","Budoka Gardener"
"Dokai, Weaver of Life","Dokai, Weaver of Life"
"Burr Grafter","Burr Grafter"
"Commune with Nature","Commune with Nature"
"Dosan the Falling Leaf","Dosan the Falling Leaf"
"Dripping-Tongue Zubera","Dripping-Tongue Zubera"
"Feast of Worms","Feast of Worms"
"Feral Deceiver","Feral Deceiver"
"Gale Force","Gale Force"
"Glimpse of Nature","Glimpse of Nature"
"Hana Kami","Hana Kami"
"Heartbeat of Spring","Heartbeat of Spring"
"Honden of Life's Web","Honden of Life's Web"
"Humble Budoka","Humble Budoka"
"Iname, Life Aspect","Iname, Life Aspect"
"Joyous Respite","Joyous Respite"
"Jugan, the Rising Star","Jugan, the Rising Star"
"Jukai Messenger","Jukai Messenger"
"Kami of the Hunt","Kami of the Hunt"
"Kashi-Tribe Reaver","Kashi-Tribe Reaver"
"Kashi-Tribe Warriors","Kashi-Tribe Warriors"
"Kodama of the North Tree","Kodama of the North Tree"
"Kodama of the South Tree","Kodama of the South Tree"
"Kodama's Might","Kodama's Might"
"Kodama's Reach","Kodama's Reach"
"Matsu-Tribe Decoy","Matsu-Tribe Decoy"
"Moss Kami","Moss Kami"
"Myojin of Life's Web","Myojin of Life's Web"
"Nature's Will","Nature's Will"
"Orbweaver Kumo","Orbweaver Kumo"
"Order of the Sacred Bell","Order of the Sacred Bell"
"Orochi Eggwatcher","Orochi Eggwatcher"
"Shidako, Broodmistress","Shidako, Broodmistress"
"Orochi Leafcaller","Orochi Leafcaller"
"Orochi Ranger","Orochi Ranger"
"Orochi Sustainer","Orochi Sustainer"
"Rootrunner","Rootrunner"
"Sachi, Daughter of Seshiro","Sachi, Daughter of Seshiro"
"Serpent Skin","Serpent Skin"
"Seshiro the Anointed","Seshiro the Anointed"
"Shisato, Whispering Hunter","Shisato, Whispering Hunter"
"Soilshaper","Soilshaper"
"Sosuke, Son of Seshiro","Sosuke, Son of Seshiro"
"Strength of Cedars","Strength of Cedars"
"Thousand-legged Kami","Thousand-legged Kami"
"Time of Need","Time of Need"
"Venerable Kumo","Venerable Kumo"
"Vine Kami","Vine Kami"
"Wear Away","Wear Away"
"General's Kabuto","General's Kabuto"
"Hair-Strung Koto","Hair-Strung Koto"
"Hankyu","Hankyu"
"Honor-Worn Shaku","Honor-Worn Shaku"
"Imi Statue","Imi Statue"
"Jade Idol","Jade Idol"
"Journeyer's Kite","Journeyer's Kite"
"Junkyo Bell","Junkyo Bell"
"Konda's Banner","Konda's Banner"
"Kusari-Gama","Kusari-Gama"
"Long-Forgotten Gohei","Long-Forgotten Gohei"
"Moonring Mirror","Moonring Mirror"
"Nine-Ringed Bo","Nine-Ringed Bo"
"No-Dachi","No-Dachi"
"Oathkeeper, Takeno's Daisho","Oathkeeper, Takeno's Daisho"
"Orochi Hatchery","Orochi Hatchery"
"Reito Lantern","Reito Lantern"
"Sensei's Divining Top","Sensei's Divining Top"
"Shell of the Last Kappa","Shell of the Last Kappa"
"Tatsumasa, the Dragon's Fang","Tatsumasa, the Dragon's Fang"
"Tenza, Godo's Maul","Tenza, Godo's Maul"
"Uba Mask","Uba Mask"
"Boseiju, Who Shelters All","Boseiju, Who Shelters All"
"Cloudcrest Lake","Cloudcrest Lake"
"Eiganjo Castle","Eiganjo Castle"
"Forbidden Orchard","Forbidden Orchard"
"Hall of the Bandit Lord","Hall of the Bandit Lord"
"Lantern-Lit Graveyard","Lantern-Lit Graveyard"
"Minamo, School at Water's Edge","Minamo, School at Water's Edge"
"Okina, Temple to the Grandfathers","Okina, Temple to the Grandfathers"
"Pinecrest Ridge","Pinecrest Ridge"
"Shinka, the Bloodsoaked Keep","Shinka, the Bloodsoaked Keep"
"Shizo, Death's Storehouse","Shizo, Death's Storehouse"
"Tranquil Garden","Tranquil Garden"
"Untaidake, the Cloud Keeper","Untaidake, the Cloud Keeper"
"Waterveil Cavern","Waterveil Cavern"
"Atinlay Igpay","Atinlay Igpay"
"AWOL","AWOL"
"Bosom Buddy","Bosom Buddy"
"Cardpecker","Cardpecker"
"Cheap Ass","Cheap Ass"
"Collector Protector","Collector Protector"
"Drawn Together","Drawn Together"
"Emcee","Emcee"
"Erase (Not the Urza's Legacy One)","Erase (Not the Urza's Legacy One)"
"Fascist Art Director","Fascist Art Director"
"First Come, First Served","First Come, First Served"
"Frankie Peanuts","Frankie Peanuts"
"Head to Head","Head to Head"
"Ladies' Knight","Ladies' Knight"
"Little Girl","Little Girl"
"Look at Me, I'm R&D","Look at Me, I'm R&D"
"Man of Measure","Man of Measure"
"Save Life","Save Life"
"Standing Army","Standing Army"
"Staying Power","Staying Power"
"Wordmail","Wordmail"
"_____","_____"
"Ambiguity","Ambiguity"
"Artful Looter","Artful Looter"
"Avatar of Me","Avatar of Me"
"Brushstroke Paintermage","Brushstroke Paintermage"
"Bursting Beebles","Bursting Beebles"
"Carnivorous Death-Parrot","Carnivorous Death-Parrot"
"Cheatyface","Cheatyface"
"Double Header","Double Header"
"Flaccify","Flaccify"
"Framed!","Framed!"
"Greater Morphling","Greater Morphling"
"Johnny, Combo Player","Johnny, Combo Player"
"Loose Lips","Loose Lips"
"Magical Hacker","Magical Hacker"
"Moniker Mage","Moniker Mage"
"Mouth to Mouth","Mouth to Mouth"
"Now I Know My ABC's","Now I Know My ABC's"
"Number Crunch","Number Crunch"
"Question Elemental?","Question Elemental?"
"Richard Garfield, Ph.D.","Richard Garfield, Ph.D."
"Smart Ass","Smart Ass"
"Spell Counter","Spell Counter"
"Topsy Turvy","Topsy Turvy"
"Aesthetic Consultation","Aesthetic Consultation"
"Bad Ass","Bad Ass"
"Bloodletter","Bloodletter"
"Duh","Duh"
"Enter the Dungeon","Enter the Dungeon"
"Eye to Eye","Eye to Eye"
"The Fallen Apart","The Fallen Apart"
"Farewell to Arms","Farewell to Arms"
"Infernal Spawn of Infernal Spawn of Evil","Infernal Spawn of Infernal Spawn of Evil"
"Kill! Destroy!","Kill! Destroy!"
"Mother of Goons","Mother of Goons"
"Necro-Impotence","Necro-Impotence"
"Persecute Artist","Persecute Artist"
"Phyrexian Librarian","Phyrexian Librarian"
"Stop That","Stop That"
"Tainted Monkey","Tainted Monkey"
"Vile Bile","Vile Bile"
"Wet Willie of the Damned","Wet Willie of the Damned"
"When Fluffy Bunnies Attack","When Fluffy Bunnies Attack"
"Working Stiff","Working Stiff"
"Zombie Fanboy","Zombie Fanboy"
"Zzzyxas's Abyss","Zzzyxas's Abyss"
"Assquatch","Assquatch"
"Blast from the Past","Blast from the Past"
"Curse of the Fire Penguin","Curse of the Fire Penguin"
"Deal Damage","Deal Damage"
"Dumb Ass","Dumb Ass"
"Face to Face","Face to Face"
"Frazzled Editor","Frazzled Editor"
"Goblin Secret Agent","Goblin Secret Agent"
"Goblin S.W.A.T. Team","Goblin S.W.A.T. Team"
"Mana Flair","Mana Flair"
"Mons's Goblin Waiters","Mons's Goblin Waiters"
"Orcish Paratroopers","Orcish Paratroopers"
"Punctuate","Punctuate"
"Pygmy Giant","Pygmy Giant"
"Red-Hot Hottie","Red-Hot Hottie"
"Rocket-Powered Turbo Slug","Rocket-Powered Turbo Slug"
"Sauté","Sauté"
"Six-y Beast","Six-y Beast"
"Touch and Go","Touch and Go"
"Yet Another Aether Vortex","Yet Another Aether Vortex"
"B-I-N-G-O","B-I-N-G-O"
"Creature Guy","Creature Guy"
"Elvish House Party","Elvish House Party"
"Fat Ass","Fat Ass"
"Form of the Squirrel","Form of the Squirrel"
"Fraction Jackson","Fraction Jackson"
"Gluetius Maximus","Gluetius Maximus"
"Graphic Violence","Graphic Violence"
"Keeper of the Sacred Word","Keeper of the Sacred Word"
"Land Aid '04","Land Aid '04"
"Laughing Hyena","Laughing Hyena"
"Monkey Monkey Monkey","Monkey Monkey Monkey"
"Name Dropping","Name Dropping"
"Old Fogey","Old Fogey"
"Our Market Research Shows That Players Like Really Long Card Names So We Made this Card to Have the Absolute Longest Card Name Ever Elemental","Our Market Research Shows That Players Like Really Long Card Names So We Made this Card to Have the Absolute Longest Card Name Ever Elemental"
"Remodel","Remodel"
"Shoe Tree","Shoe Tree"
"Side to Side","Side to Side"
"S.N.O.T.","S.N.O.T."
"Stone-Cold Basilisk","Stone-Cold Basilisk"
"Supersize","Supersize"
"Symbol Status","Symbol Status"
"Uktabi Kong","Uktabi Kong"
""Ach! Hans, Run!"",""Ach! Hans, Run!""
"Meddling Kids","Meddling Kids"
"Rare-B-Gone","Rare-B-Gone"
"Who","Who"
"What","What"
"When","When"
"Where","Where"
"Why","Why"
"Gleemax","Gleemax"
"Letter Bomb","Letter Bomb"
"Mana Screw","Mana Screw"
"Mox Lotus","Mox Lotus"
"My First Tome","My First Tome"
"Pointy Finger of Doom","Pointy Finger of Doom"
"Rod of Spanking","Rod of Spanking"
"Time Machine","Time Machine"
"Togglodyte","Togglodyte"
"Toy Boat","Toy Boat"
"Urza's Hot Tub","Urza's Hot Tub"
"Water Gun Balloon Game","Water Gun Balloon Game"
"World-Bottling Kit","World-Bottling Kit"
"City of Ass","City of Ass"
"R&D's Secret Lair","R&D's Secret Lair"
"Super Secret Tech","Super Secret Tech"
"Day of Destiny","Day of Destiny"
"Empty-Shrine Kannushi","Empty-Shrine Kannushi"
"Faithful Squire","Faithful Squire"
"Kaiso, Memory of Loyalty","Kaiso, Memory of Loyalty"
"Final Judgment","Final Judgment"
"Genju of the Fields","Genju of the Fields"
"Heart of Light","Heart of Light"
"Hokori, Dust Drinker","Hokori, Dust Drinker"
"Hundred-Talon Strike","Hundred-Talon Strike"
"Indebted Samurai","Indebted Samurai"
"Kami of False Hope","Kami of False Hope"
"Kami of Tattered Shoji","Kami of Tattered Shoji"
"Kami of the Honored Dead","Kami of the Honored Dead"
"Kentaro, the Smiling Cat","Kentaro, the Smiling Cat"
"Kitsune Palliator","Kitsune Palliator"
"Mending Hands","Mending Hands"
"Moonlit Strider","Moonlit Strider"
"Opal-Eye, Konda's Yojimbo","Opal-Eye, Konda's Yojimbo"
"Oyobi, Who Split the Heavens","Oyobi, Who Split the Heavens"
"Patron of the Kitsune","Patron of the Kitsune"
"Shining Shoal","Shining Shoal"
"Silverstorm Samurai","Silverstorm Samurai"
"Split-Tail Miko","Split-Tail Miko"
"Takeno's Cavalry","Takeno's Cavalry"
"Tallowisp","Tallowisp"
"Terashi's Grasp","Terashi's Grasp"
"Terashi's Verdict","Terashi's Verdict"
"Ward of Piety","Ward of Piety"
"Waxmane Baku","Waxmane Baku"
"Yomiji, Who Bars the Way","Yomiji, Who Bars the Way"
"Callow Jushi","Callow Jushi"
"Jaraku the Interloper","Jaraku the Interloper"
"Chisei, Heart of Oceans","Chisei, Heart of Oceans"
"Disrupting Shoal","Disrupting Shoal"
"Floodbringer","Floodbringer"
"Genju of the Falls","Genju of the Falls"
"Heed the Mists","Heed the Mists"
"Higure, the Still Wind","Higure, the Still Wind"
"Jetting Glasskite","Jetting Glasskite"
"Kaijin of the Vanishing Touch","Kaijin of the Vanishing Touch"
"Kira, Great Glass-Spinner","Kira, Great Glass-Spinner"
"Minamo Sightbender","Minamo Sightbender"
"Minamo's Meddling","Minamo's Meddling"
"Mistblade Shinobi","Mistblade Shinobi"
"Ninja of the Deep Hours","Ninja of the Deep Hours"
"Patron of the Moon","Patron of the Moon"
"Quillmane Baku","Quillmane Baku"
"Reduce to Dreams","Reduce to Dreams"
"Ribbons of the Reikai","Ribbons of the Reikai"
"Shimmering Glasskite","Shimmering Glasskite"
"Soratami Mindsweeper","Soratami Mindsweeper"
"Stream of Consciousness","Stream of Consciousness"
"Sway of the Stars","Sway of the Stars"
"Teardrop Kami","Teardrop Kami"
"Threads of Disloyalty","Threads of Disloyalty"
"Toils of Night and Day","Toils of Night and Day"
"Tomorrow, Azami's Familiar","Tomorrow, Azami's Familiar"
"Veil of Secrecy","Veil of Secrecy"
"Walker of Secret Ways","Walker of Secret Ways"
"Bile Urchin","Bile Urchin"
"Blessing of Leeches","Blessing of Leeches"
"Call for Blood","Call for Blood"
"Crawling Filth","Crawling Filth"
"Genju of the Fens","Genju of the Fens"
"Goryo's Vengeance","Goryo's Vengeance"
"Hero's Demise","Hero's Demise"
"Hired Muscle","Hired Muscle"
"Scarmaker","Scarmaker"
"Horobi's Whisper","Horobi's Whisper"
"Kyoki, Sanity's Eclipse","Kyoki, Sanity's Eclipse"
"Mark of the Oni","Mark of the Oni"
"Nezumi Shadow-Watcher","Nezumi Shadow-Watcher"
"Ogre Marauder","Ogre Marauder"
"Okiba-Gang Shinobi","Okiba-Gang Shinobi"
"Patron of the Nezumi","Patron of the Nezumi"
"Psychic Spear","Psychic Spear"
"Pus Kami","Pus Kami"
"Scourge of Numai","Scourge of Numai"
"Shirei, Shizo's Caretaker","Shirei, Shizo's Caretaker"
"Sickening Shoal","Sickening Shoal"
"Skullmane Baku","Skullmane Baku"
"Skullsnatcher","Skullsnatcher"
"Stir the Grave","Stir the Grave"
"Takenuma Bleeder","Takenuma Bleeder"
"Three Tragedies","Three Tragedies"
"Throat Slitter","Throat Slitter"
"Toshiro Umezawa","Toshiro Umezawa"
"Yukora, the Prisoner","Yukora, the Prisoner"
"Akki Blizzard-Herder","Akki Blizzard-Herder"
"Akki Raider","Akki Raider"
"Ashen Monstrosity","Ashen Monstrosity"
"Aura Barbs","Aura Barbs"
"Blademane Baku","Blademane Baku"
"Blazing Shoal","Blazing Shoal"
"Clash of Realities","Clash of Realities"
"Crack the Earth","Crack the Earth"
"Cunning Bandit","Cunning Bandit"
"Azamuki, Treachery Incarnate","Azamuki, Treachery Incarnate"
"First Volley","First Volley"
"Flames of the Blood Hand","Flames of the Blood Hand"
"Frost Ogre","Frost Ogre"
"Frostling","Frostling"
"Fumiko the Lowblood","Fumiko the Lowblood"
"Goblin Cohort","Goblin Cohort"
"Heartless Hidetsugu","Heartless Hidetsugu"
"In the Web of War","In the Web of War"
"Ire of Kaminari","Ire of Kaminari"
"Ishi-Ishi, Akki Crackshot","Ishi-Ishi, Akki Crackshot"
"Kumano's Blessing","Kumano's Blessing"
"Mannichi, the Fevered Dream","Mannichi, the Fevered Dream"
"Ogre Recluse","Ogre Recluse"
"Overblaze","Overblaze"
"Patron of the Akki","Patron of the Akki"
"Ronin Cliffrider","Ronin Cliffrider"
"Shinka Gatekeeper","Shinka Gatekeeper"
"Torrent of Stone","Torrent of Stone"
"Twist Allegiance","Twist Allegiance"
"Body of Jukai","Body of Jukai"
"Child of Thorns","Child of Thorns"
"Enshrined Memories","Enshrined Memories"
"Forked-Branch Garami","Forked-Branch Garami"
"Genju of the Cedars","Genju of the Cedars"
"Gnarled Mass","Gnarled Mass"
"Harbinger of Spring","Harbinger of Spring"
"Isao, Enlightened Bushi","Isao, Enlightened Bushi"
"Iwamori of the Open Fist","Iwamori of the Open Fist"
"Kodama of the Center Tree","Kodama of the Center Tree"
"Lifegift","Lifegift"
"Lifespinner","Lifespinner"
"Loam Dweller","Loam Dweller"
"Mark of Sakiko","Mark of Sakiko"
"Matsu-Tribe Sniper","Matsu-Tribe Sniper"
"Nourishing Shoal","Nourishing Shoal"
"Patron of the Orochi","Patron of the Orochi"
"Petalmane Baku","Petalmane Baku"
"Roar of Jukai","Roar of Jukai"
"Sakiko, Mother of Summer","Sakiko, Mother of Summer"
"Sakura-Tribe Springcaller","Sakura-Tribe Springcaller"
"Scaled Hulk","Scaled Hulk"
"Shizuko, Caller of Autumn","Shizuko, Caller of Autumn"
"Sosuke's Summons","Sosuke's Summons"
"Traproot Kami","Traproot Kami"
"Unchecked Growth","Unchecked Growth"
"Uproot","Uproot"
"Vital Surge","Vital Surge"
"Genju of the Realm","Genju of the Realm"
"Baku Altar","Baku Altar"
"Blinding Powder","Blinding Powder"
"Mirror Gallery","Mirror Gallery"
"Neko-Te","Neko-Te"
"Orb of Dreams","Orb of Dreams"
"Ornate Kanzashi","Ornate Kanzashi"
"Ronin Warclub","Ronin Warclub"
"Shuko","Shuko"
"Shuriken","Shuriken"
"Slumbering Tora","Slumbering Tora"
"That Which Was Taken","That Which Was Taken"
"Umezawa's Jitte","Umezawa's Jitte"
"Gods' Eye, Gate to the Reikai","Gods' Eye, Gate to the Reikai"
"Tendo Ice Bridge","Tendo Ice Bridge"
"Aether Shockwave","Aether Shockwave"
"Araba Mothrider","Araba Mothrider"
"Celestial Kirin","Celestial Kirin"
"Charge Across the Araba","Charge Across the Araba"
"Cowed by Wisdom","Cowed by Wisdom"
"Curtain of Light","Curtain of Light"
"Descendant of Kiyomaro","Descendant of Kiyomaro"
"Eiganjo Free-Riders","Eiganjo Free-Riders"
"Enduring Ideal","Enduring Ideal"
"Ghost-Lit Redeemer","Ghost-Lit Redeemer"
"Hail of Arrows","Hail of Arrows"
"Hand of Honor","Hand of Honor"
"Inner-Chamber Guard","Inner-Chamber Guard"
"Kataki, War's Wage","Kataki, War's Wage"
"Kitsune Bonesetter","Kitsune Bonesetter"
